,en,de,en_idiom,de_idiom,en_task,de_translation_t5,de_translation_t5_trained
10,"From the poetic swing of the reminiscing “ You Will Know When You Get There ” to the swinging poetry of “ The Fly ” ( with words by William Blake ) , from Spoken Word-Grooves like “ Ta Question ” to elegiac ballads like “ Amber Tears ” or “ J ’ aime l ’ idée ” , from the African sounds of “ Kanakassi ” and “ K ’ la ” , inspired by appearances in Uganda the year before last , to a kaleidoscope of jazzy nuances .","Vom poetischen Swing des reminiszierenden “ You Will Know When You Get There ” zur swingenden Poesie von “ The Fly ” ( mit einem Text von William Blake ) , von Spoken Word-Grooves wie “ Ta Question ” zu elegischen Balladen wie “ Amber Tears ” oder “ J ’ aime l ’ idée ” , von den afrikanischen Klängen von “ Kanakassi ” und “ K ’ la ” - inspiriert von Auftritten in Uganda - , zu den vielseitigsten jazzigen Zwischentönen .",to fly by,( wie ) im flug vergehen,"translate to german: From the poetic swing of the reminiscing “ You Will Know When You Get There ” to the swinging poetry of “ The Fly ” ( with words by William Blake ) , from Spoken Word-Grooves like “ Ta Question ” to elegiac ballads like “ Amber Tears ” or “ J ’ aime l ’ idée ” , from the African sounds of “ Kanakassi ” and “ K ’ la ” , inspired by appearances in Uganda the year before last , to a kaleidoscope of jazzy nuances .","<pad> From the poetic swing of the reminiscing “ You Will Know When You Get There ” to the swinging poetry of “ The Fly ” ( with words by William Blake ), from Spoken Word-Grooves like “ Ta Question ” to elegiac ballads like “ Amber Tears ” or “ J ’ aime l’idée ”, from the African sounds of “ Kanakassi ” and “ K ’ la ” </s>","<pad> Von der poetischen Swing des reminiszierenden “ You Will Know When You Get There ” zur swingenden Poesie von “ The Fly ” ( mit einem Text von William Blake ), von Spoken Word-Grooves wie “ Ta Question ” zu elegischen Balladen wie “ Amber Tears ” oder “ J ’ aime l ’ idée ”, von den afrikanischen Klängen von “ Kanakassi ”</s>"
11,"It is great to wake up on a morning , pick up your own ski pass at reception and hit * Dolomiti Superski with its * 1200 km of pistes and * 12 different ski carousels all available with just * 1 ticket .","Es ist durchaus erfreulich , am Morgen aufzuwachen , an der Rezeption den eigenen Skipass zu holen und mit * 1 Karte * 1200 km Pisten in * 12 verschiedenen Skikarousellen * Dolomiti Superski zu durchfahren .",to pass on,das zeitliche segnen,"translate to german: It is great to wake up on a morning , pick up your own ski pass at reception and hit * Dolomiti Superski with its * 1200 km of pistes and * 12 different ski carousels all available with just * 1 ticket .","<pad> Es ist großartig, am Morgen aufzuwachen, an der Rezeption Ihren eigenen Skipass abzuholen und * Dolomiti Superski mit seinen * 1200 km Pisten und * 12 verschiedene Skikarussells mit nur * 1 Ticket zu erreichen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Es ist besonders erfreulich, am Morgen aufzuwachen, an der Rezeption den eigenen Skipass zu holen und mit * 1 Karte * 1200 km Pisten in * 12 verschiedenen Skikarousellen * Dolomiti Superski zu fahren.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
12,We will not pass on your email address to a third party .,Wir werden Ihre eMail-Adresse nicht an Dritte weitergeben .,to pass on,das zeitliche segnen,translate to german: We will not pass on your email address to a third party .,<pad> Wir werden Ihre E-Mail-Adresse nicht an Dritte weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Wir werden Ihre eMail-Adresse nicht an Dritte weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
13,"Therefore , if mercury is earmarked as a priority hazardous substance , it will be impossible to extract any natural gas in future .","Wenn Quecksilber somit als prioritärer gefährlicher Stoff eingestuft wird , wird man kein Erdgas mehr fördern dürfen .",to be a gas,zum brüllen sein,"translate to german: Therefore , if mercury is earmarked as a priority hazardous substance , it will be impossible to extract any natural gas in future .","<pad> Wenn also Quecksilber als prioritäre gefährliche Substanz bezeichnet wird, wird es in Zukunft unmöglich sein, Erdgas zu extrahieren.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Wenn Quecksilber daher als prioritärer gefährlicher Stoff eingestuft wird, wird man kein Erdgas mehr fördern dürfen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
14,"It is important to be able to hold broad debates at the coalface on Europe ’ s understanding of itself in political and cultural terms , on its social responsibility and its future , and also on the role it wants to play in the world .","Es geht darum , breite Debatten vor Ort über das politische und kulturelle Selbstverständnis Europas führen zu können , aber auch über seine soziale Verantwortung und über die Zukunft Europas , darüber , welche Rolle wir in der Welt spielen wollen .",to be on hold,auf eis liegen,"translate to german: It is important to be able to hold broad debates at the coalface on Europe ’ s understanding of itself in political and cultural terms , on its social responsibility and its future , and also on the role it wants to play in the world .","<pad> Es ist wichtig, in der Lage zu sein, breite Debatten über das Verständnis Europas in politischer und kultureller Hinsicht, über seine soziale Verantwortung und seine Zukunft sowie über die Rolle zu führen, die es in der Welt spielen will.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Es ist wichtig, breite Debatten vor Ort über das politische und kulturelle Selbstverständnis Europas führen zu können, über seine soziale Verantwortung und über die Zukunft Europas, darüber, welche Rolle wir in der Welt spielen wollen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
15,"Furthermore , if appeals to reason are not enough , well , let us clear the way for sanctions : an oil embargo , an international arrest warrant , and individually targeted sanctions against the perpetrators of atrocities and , in particular , against the 51 people whose names appear on the list passed on to the International Criminal Court .","Und wenn darüber hinaus die Appelle an die Vernunft nicht ausreichen , dann müssen wir eben den Weg für Sanktionen ebnen : Erdölembargo , internationaler Haftbefehl , individuelle Sanktionen gegen die Verantwortlichen der Gräueltaten und insbesondere gegen diejenigen 51 Personen , die auf der dem Internationalen Strafgerichtshof übergebenen Liste stehen .",to clear the way,den weg frei machen,"translate to german: Furthermore , if appeals to reason are not enough , well , let us clear the way for sanctions : an oil embargo , an international arrest warrant , and individually targeted sanctions against the perpetrators of atrocities and , in particular , against the 51 people whose names appear on the list passed on to the International Criminal Court .","<pad> Darüber hinaus, wenn die Berufung auf Vernunft nicht ausreicht, dann sollten wir den Weg für Sanktionen ebnen: ein <unk> lembargo, einen internationalen Haftbefehl und individuelle gezielte Sanktionen gegen die Täter von Gräueltaten und insbesondere gegen die 51 Personen, deren Namen auf der Liste aufgeführt sind, die dem Internationalen Strafgerichtshof übermittelt wurde.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Wenn darüber hinaus die Appelle an die Vernunft nicht ausreichen, dann müssen wir eben den Weg für Sanktionen ebnen : Erdölembargo, internationaler Haftbefehl, individuelle Sanktionen gegen die Verantwortlichen der Gräueltaten und insbesondere gegen diejenigen 51 Personen, die auf der dem Internationalen Strafgerichtshof übergebenen Liste stehen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
16,"– Mr President-in-Office of the Council , Mr President of the Commission , ladies and gentlemen , one year on from the &apos; no &apos; votes in France and the Netherlands , it is high time for Europe to pull itself together and to put forward some solutions to make the most of the content of its draft European Constitution .","Herr Ratspräsident , Herr Kommissionspräsident , verehrte Kolleginnen und Kollegen ! Ein Jahr nach dem französischen und niederländischen Nein ist es höchste Zeit , dass Europa sich wieder fasst und Lösungen vorschlägt , um den Inhalt seines Entwurfs für eine Europäische Verfassung nutzbar zu machen .",to pull together,am gleichen strang ziehen,"translate to german: – Mr President-in-Office of the Council , Mr President of the Commission , ladies and gentlemen , one year on from the &apos; no &apos; votes in France and the Netherlands , it is high time for Europe to pull itself together and to put forward some solutions to make the most of the content of its draft European Constitution .","<pad> – Herr Ratspräsident, Herr Kommissionspräsident, liebe Kolleginnen und Kollegen! Ein Jahr nach der Abstimmung in Frankreich und den Niederlanden ist es höchste Zeit, dass Europa sich zusammenzieht und einige Lösungen vorschlägt, um den Inhalt seines Verfassungsentwurfs optimal zu nutzen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> – Herr Ratspräsident, Herr Kommissionspräsident, verehrte Kolleginnen und Kollegen! Ein Jahr nach dem französischen und niederländischen Nein ist es höchste Zeit, dass Europa sich wieder fasst und Lösungen vorschlägt, um den Inhalt seines Entwurfs für eine Europäische Verfassung nutzbar zu machen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
17,"With a thin majority in the lower house and a narrow plurality in the upper house ( which has adopted a censure resolution against Noda ) , the DPJ on its own is unable to pass fiscal and other legislation essential to running a government .","Da sie im Unter- und Oberhaus ( das einen Misstrauensantrag gegen Noda gestellt hat ) nur eine geringe Mehrheit hat , ist sie allein kaum in der Lage , die zum Regieren erforderlichen Gesetze zum Haushalt und zu anderen Themen zu erlassen .",to pass on,das zeitliche segnen,"translate to german: With a thin majority in the lower house and a narrow plurality in the upper house ( which has adopted a censure resolution against Noda ) , the DPJ on its own is unable to pass fiscal and other legislation essential to running a government .","<pad> Mit einer dünnen Mehrheit im Unterhaus und einer engen Mehrheit im Oberhaus (der eine Mißtrauensentschließung gegen Noda verabschiedet hat) kann die DPJ allein keine steuerlichen und sonstigen Rechtsvorschriften verabschieden, die für die Regierungsführung von wesentlicher Bedeutung sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Mit einer geringen Mehrheit im Unter- und Oberhaus ( das einen Misstrauensantrag gegen Noda gestellt hat ) ist sie allein kaum in der Lage, die zum Regieren notwendigen Gesetze zum Haushalt und zu anderen Themen zu verabschieden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
18,We heard in the Commissioner &apos;s speech that the Commission in its proposal has worked on the assumption that provision for forest fire prevention is to be made by means of the rural development fund .,"Wir haben dem Redebeitrag des Vertreters der Kommission entnommen , dass die Kommission in ihrem Vorschlag davon ausgegangen ist , dass dies über den Ländlichen Entwicklungsfonds zu bewerkstelligen ist .",to be on fire,feuer und flamme sein,translate to german: We heard in the Commissioner &apos;s speech that the Commission in its proposal has worked on the assumption that provision for forest fire prevention is to be made by means of the rural development fund .,"<pad> Wir haben in der Rede des Kommissars gehört, dass die Kommission in ihrem Vorschlag davon ausgegangen ist, dass die Prävention von Waldbränden durch den Fonds für ländliche Entwicklung vorgesehen ist.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Wir haben in der Rede des Kommissars gehört, dass die Kommission in ihrem Vorschlag davon ausgegangen ist, dass die Vorbestimmung zur Waldbrandverhütung durch den ländlichen Entwicklungsfonds vorgesehen sei.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
19,"We have set up a new crisis management unit to help pull together the Commission &apos;s contribution in that area , but I also want to adapt our structures so that we can have a greater input into aspects of external relations where traditional bilateral diplomacy has been less effective and where the Commission has particular expertise which it should be able to deploy more effectively .","Wir haben ein neues Referat Krisenmanagement eingerichtet , das helfen soll , den Beitrag der Kommission auf diesem Gebiet zusammenzufassen , aber ich möchte auch unsere Strukturen anpassen , damit wir stärkeren Einfluss auf Aspekte der Außenbeziehungen haben , bei denen traditionelle bilaterale Diplomatie weniger wirksam war und in denen die Kommission über besondere Erfahrungen verfügt , die sie effektiver einbringen sollte .",to pull together,am gleichen strang ziehen,"translate to german: We have set up a new crisis management unit to help pull together the Commission &apos;s contribution in that area , but I also want to adapt our structures so that we can have a greater input into aspects of external relations where traditional bilateral diplomacy has been less effective and where the Commission has particular expertise which it should be able to deploy more effectively .","<pad> Wir haben eine neue Krisenmanagementeinheit eingerichtet, um dazu beizutragen, den Beitrag der Kommission in diesem Bereich zusammenzubringen, aber ich möchte auch unsere Strukturen anpassen, damit wir einen größeren Beitrag zu Aspekten der Außenbeziehungen leisten können, in denen die traditionelle bilaterale Diplomatie weniger effektiv war und in denen die Kommission über besondere Kenntnisse verfügt, die sie effektiver einsetzen sollte.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Wir haben ein neues Referat Krisenmanagement eingerichtet, das helfen soll, den Beitrag der Kommission auf diesem Gebiet zusammenzufassen, aber ich möchte auch unsere Strukturen anpassen, damit wir stärkeren Einfluss auf Aspekte der Außenbeziehungen haben, bei denen traditionelle bilaterale Diplomatie weniger wirksam war und in denen die Kommission über besondere Erfahrungen verfügt, die sie effektiver einbringen sollte.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
20,"This medicine , in combination with safer sex practices , may reduce the risk of spreading herpes infection , but even with therapy , it is still possible to pass herpes infection on to your partner .",Die Gefahr für Ihren Partner oder Partnerin besteht allerdings weiterhin .,to pass on,das zeitliche segnen,"translate to german: This medicine , in combination with safer sex practices , may reduce the risk of spreading herpes infection , but even with therapy , it is still possible to pass herpes infection on to your partner .","<pad> Dieses Medikament, in Kombination mit sichereren Sexualpraktiken, kann das Risiko der Verbreitung von Herpes-Infektionen verringern, aber auch mit der Therapie ist es immer noch möglich, Herpes-Infektionen an Ihren Partner weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Dieses Medikament kann in Kombination mit sichereren Sexpraktiken die Gefahr für Ihren Partner verringern, aber selbst bei der Therapie ist es immer noch möglich, Herpes-Infektionen an Ihren Partner weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
21,One way or the other we should be able to clear a lot of the issues prior to the European elections .,"Auf die eine oder andere Art sollten wir in der Lage sein , viele Fragen vor den Wahlen zum Europäischen Parlament zu klären .",to clear the way,den weg frei machen,translate to german: One way or the other we should be able to clear a lot of the issues prior to the European elections .,"<pad> In der einen oder anderen Weise sollten wir in der Lage sein, vor den Europawahlen viele Fragen zu lösen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> In der einen oder anderen Art sollten wir in der Lage sein, viele Fragen vor den Wahlen zum Europäischen Parlament zu klären.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
22,"After influencing Zek to pass even more extreme reforms on Ferenginar , Ishka and the Nagus retired to Risa in 2376 .","Unter Ishkas Einfluss beginnt Zek im Jahre 2374 mit einer grundlegenden Reform der ferengischen Gesellschaft , doch er wird seines Postens enthoben . Als Versuch seinen alten Status wiederherzustellen setzt Ishka ein Treffen mit einem hochrangigen FCA-Ermittler auf Deep Space 9 an .",to pass on,das zeitliche segnen,"translate to german: After influencing Zek to pass even more extreme reforms on Ferenginar , Ishka and the Nagus retired to Risa in 2376 .","<pad> Nachdem er Zek beeinflusste, noch extremere Reformen auf Ferenginar zu verabschieden, zogen Ishka und der Nagus 2376 nach Risa zurück.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",<pad> Nach dem Einfluss Zeks auf die progressive Reform der ferengischen Gesellschaft setzt Ishka ein Treffen mit dem Nagus auf Risa ab.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
23,"Last month , at the EU-China summit in Beijing , I was very careful to pass on some frank messages , and they apply in the textile sector as much as anywhere .","Letzten Monat auf dem EU-China-Gipfel habe ich ein paar sehr deutliche Worte gesprochen , die für den Textilsektor ebenso gelten wie für andere Bereiche .",to pass on,das zeitliche segnen,"translate to german: Last month , at the EU-China summit in Beijing , I was very careful to pass on some frank messages , and they apply in the textile sector as much as anywhere .","<pad> Im letzten Monat war ich auf dem EU-China-Gipfel in Peking sehr vorsichtig, einige offene Botschaften zu übermitteln, die überall im Textilsektor gelten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Im letzten Monat auf dem EU-China-Gipfel habe ich ein paar sehr deutliche Worte gesprochen, die für den Textilsektor ebenso gelten wie für andere Bereiche.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
24,I trust that his colleague will pass my question on to him .,"Ich hoffe , dass ihm sein Kollege meine Frage übermittelt .",to pass on,das zeitliche segnen,translate to german: I trust that his colleague will pass my question on to him .,"<pad> Ich vertraue darauf, dass sein Kollege meine Frage an ihn weitergeben wird.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ich hoffe, dass ihm sein Kollege meine Frage übermittelt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
