,en,de,en_idiom,de_idiom,en_task,de_translation_t5
2185,"If I may add a personal comment , our task is not to pass judgement on who is wrong and who is right , but to save the civilians and save the peace .","Wenn ich eine persönliche Bemerkungen hinzufügen darf , so möchte ich sagen , daß es weniger um die Beurteilung darüber , wer recht und wer unrecht hat , sondern darum geht , Zivilisten zu retten und den Frieden zu wahren .",to pass on,das zeitliche segnen,"translate to german: If I may add a personal comment , our task is not to pass judgement on who is wrong and who is right , but to save the civilians and save the peace .","<pad> Wenn ich eine persönliche Bemerkung hinzufügen darf, besteht unsere Aufgabe nicht darin,"
2186,I should also like to ask you to pass it on to the Dutch Presidency and to the Council .,"Ich bitte Sie ferner , es dem niederländischen Vorsitz und dem Rat zukommen zu lassen .",to pass on,das zeitliche segnen,translate to german: I should also like to ask you to pass it on to the Dutch Presidency and to the Council .,"<pad> Ich möchte Sie auch bitten, sie an die niederländische Präsidentschaft und den Rat weiter"
2187,"This fund must be applied - and I ask you Commissioner , to pass this on to your colleague Flynn - to the new challenges of which we have so many in Europe , such as the effects of the information society , industrial changes , flexible working patterns , and so on .","Dieser Fonds muß außerdem , und ich bitte Sie , Kommissar , das an Ihren Kollegen Flynn weiterzuleiten , für die vielen neuen Herausforderungen in Europa eingesetzt werden , wie die Folgen der Informationsgesellschaft , die Veränderung in der Industrie , flexible Arbeitsformen und ähnliches .",to pass on,das zeitliche segnen,"translate to german: This fund must be applied - and I ask you Commissioner , to pass this on to your colleague Flynn - to the new challenges of which we have so many in Europe , such as the effects of the information society , industrial changes , flexible working patterns , and so on .","<pad> Dieser Fonds muss angewendet werden - und ich bitte Sie, Herr"
2188,It was also stated that the Basque Government has not been able to beat terrorism in twenty years .,"Es wurde auch gesagt , die baskische Regierung sei nicht in der Lage gewesen , den Terrorismus innerhalb von zwanzig Jahren zu besiegen .",to beat it,die flatter machen,translate to german: It was also stated that the Basque Government has not been able to beat terrorism in twenty years .,"<pad> Es wurde auch darauf hingewiesen, dass die baskische Regierung in zwanzig Jahren"
2189,You are not making it easy for us ! And it will take us some time to take a look at all the entries so stay tuned !,"Ihr macht es uns echt nicht leicht und es wird ein Weilchen dauern durch alle Einträge durchzuschauen und die Gewinner zu ermitteln , also schaut regelmäßig vorbei !",to take it easy,es ruhig angehen lassen,translate to german: You are not making it easy for us ! And it will take us some time to take a look at all the entries so stay tuned !,<pad> Sie machen es uns nicht einfach!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
2190,"The boy has found a very clear and original way to express his disappointment , probably , for the agreement reached between the Hungarian state and Microsoft ( I &apos;ve tried to understand what he said the &quot; revolutionary &quot; but English is not the best ) .","Der Junge hat sich ein sehr klares und originelle Art und Weise , seine Enttäuschung , wahrscheinlich , denn die Vereinbarung zwischen dem ungarischen Staat und Microsoft gelangt ist ( Ich habe versucht zu verstehen , was er sagte , die als &quot; revolutionär &quot; , aber Englisch ist nicht die beste ) .",to clear the way,den weg frei machen,"translate to german: The boy has found a very clear and original way to express his disappointment , probably , for the agreement reached between the Hungarian state and Microsoft ( I &apos;ve tried to understand what he said the &quot; revolutionary &quot; but English is not the best ) .","<pad> Der Junge hat eine sehr klare und originelle Möglichkeit gefunden, seine Enttä"
2191,"Mr President , I have taken careful note of all the comments made by the Members and I will pass them on to the Commissioner responsible for transport .","Herr Präsident , ich habe alle Bemerkungen der werten Abgeordneten zur Kenntnis genommen und werde meine für das Verkehrswesen verantwortliche Kollegin darüber unterrichten .",to pass on,das zeitliche segnen,"translate to german: Mr President , I have taken careful note of all the comments made by the Members and I will pass them on to the Commissioner responsible for transport .","<pad> Herr Präsident, ich habe alle Kommentare der Abgeordneten aufmerksam zur Kenntnis genommen"
2192,"That is the problem in a nutshell , Mrs Jackson .","Das ist schlicht gesagt , Caroline , the problem .",in a nutshell,in knappen worten,"translate to german: That is the problem in a nutshell , Mrs Jackson .","<pad> Das ist das Problem, Frau Jackson.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2193,I am convinced that time will clear the haze and show the way to a reformed European Union .,"Ich bin überzeugt , dass sich mit der Zeit der Dunstschleier hebt und dann der Weg sichtbar wird , der zu einer reformierten Europäischen Union führt .",to clear the way,den weg frei machen,translate to german: I am convinced that time will clear the haze and show the way to a reformed European Union .,"<pad> Ich bin davon überzeugt, dass die Zeit die Schwierigkeit klären und den Weg"
2194,"Of course , the government ’ s efforts alone cannot entice industrial investors to “ go West , ” because public infrastructure spending cannot overcome all problems .","Natürlich reichen die Bemühungen der Regierung allein nicht aus , um industrielle Investoren in den westlichen Teil Chinas zu locken , weil öffentliche Investitionen in die Infrastruktur nicht alle Probleme lösen können .",to go west,das zeitliche segnen,"translate to german: Of course , the government ’ s efforts alone cannot entice industrial investors to “ go West , ” because public infrastructure spending cannot overcome all problems .",<pad> Natürlich können die Anstrengungen der Regierung allein die Industrieinvestoren nicht dazu
2195,If you would rather to take it easy and relax you can find a suitable sunny spot in our spacious garden . We also have a special play area for children .,… und „ Patron Renato “ wird Sie mit seiner stets abwechslungsreichen und bekömmlichen Küche verwöhnen !,to take it easy,es ruhig angehen lassen,translate to german: If you would rather to take it easy and relax you can find a suitable sunny spot in our spacious garden . We also have a special play area for children .,"<pad> Wenn Sie es lieber einfach machen und sich entspannen möchten, finden Sie in unserem groß"
2196,"As things stand , there are considerable differences between them which come to the fore if we compare the English , Italian and French markets . There is a large degree of state protectionism in the French market which is not found in the English market and is only present to an extremely limited extent in Italy .","Das wirkliche Problem besteht zweifellos in einer stärkeren Liberalisierung des Marktes und vor allem in der Vereinheitlichung der verschiedenen nationalen Märkte , die derzeit erhebliche , bei einem Vergleich zwischen dem englischen , italienischen und französischen Markt deutlich hervortretende Unterschiede aufweisen ; so ist der französische Markt durch starke Elemente eines staatlichen Protektionismus gekennzeichnet , die auf dem englischen Markt nicht bestehen und in Italien äußerst begrenzt sind .",to come to the fore,ins blickfeld geraten,"translate to german: As things stand , there are considerable differences between them which come to the fore if we compare the English , Italian and French markets . There is a large degree of state protectionism in the French market which is not found in the English market and is only present to an extremely limited extent in Italy .","<pad> Im Vergleich zu den englischen, italienischen und französischen"
2197,"I will certainly take up your point and pass it on to the Conference of Presidents which in principle determines the agenda , as you know , and I am sure it will take account of your argument , but the Chair cannot make any commitment now .","Ich nehme Ihren Hinweis auf jeden Fall zur Kenntnis und werde ihn an die Konferenz der Fraktionsvorsitzenden weiterleiten , denn diese ist es , wie Sie wissen , welche im Prinzip die Tagesordnung beschließt , und sicher wird man dort Ihrer Argumentation Rechnung tragen . Allerdings kann ich Ihnen das in diesem Moment als Präsident nicht zusagen .",to pass on,das zeitliche segnen,"translate to german: I will certainly take up your point and pass it on to the Conference of Presidents which in principle determines the agenda , as you know , and I am sure it will take account of your argument , but the Chair cannot make any commitment now .",<pad> Ich werde Ihren Standpunkt sicherlich aufgreifen und an die Konferenz der Präsidenten
2198,"Please note : like all other airlines , we are legally obliged to pass on the personal data of our passengers from the reservation system to foreign authorities .","Wenn Sie häufig online buchen , können Sie Ihre Daten in einem Profil speichern – so müssen Sie sie nicht jedes Mal neu eingeben . Diese Daten können Sie jederzeit wieder löschen .",to pass on,das zeitliche segnen,"translate to german: Please note : like all other airlines , we are legally obliged to pass on the personal data of our passengers from the reservation system to foreign authorities .","<pad> Bitte beachten Sie : Wie alle anderen Fluggesellschaften sind wir rechtlich verpflichtet, die"
2199,"We want to hear people telling us : ‘ There you are , I can do that .","Wir wollen Leute hören , die uns sagen : „ Hier , das kann ich tun .",i hear you .,ich habe dich ( schon ) verstanden .,"translate to german: We want to hear people telling us : ‘ There you are , I can do that .","<pad> Wir wollen Leute hören, die uns sagen: „ Hier bist du, ich kann"
2200,"We come to one item on the agenda , then we pass on to the next .","Erst wird ein Tagesordnungspunkt abgehandelt , und dann gehen wir zum nächsten .",to pass on,das zeitliche segnen,"translate to german: We come to one item on the agenda , then we pass on to the next .","<pad> Wir kommen zu einem Punkt auf der Tagesordnung, dann weiter auf den nächsten."
2201,Hotel Villa marcella take care of you !,Das Hotel entspricht allen Anspruechen der Gaeste .,take care !,machen sie es gut !,translate to german: Hotel Villa marcella take care of you !,<pad> Hotel Villa marcella kümmern sich um Sie!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
2202,Fill in the form and our staff of trained professionals will take care of the rest . It &apos;s that easy !,"Unsere Disponenten werden sich umgehend mit Ihnen in Verbindung setzen , testen Sie uns !",take care !,machen sie es gut !,translate to german: Fill in the form and our staff of trained professionals will take care of the rest . It &apos;s that easy !,<pad> Füllen Sie das Formular aus und unser Team aus ausgebildeten Fachleuten
2203,You should not store such information on your PC nor should you pass it on to third parties .,"Speichern Sie diese nicht auf Ihrem PC , und geben Sie sie nicht an Dritte weiter .",to pass on,das zeitliche segnen,translate to german: You should not store such information on your PC nor should you pass it on to third parties .,<pad> Sie sollten diese Informationen nicht auf Ihrem PC speichern oder an Dritte weitergeben.</s>
2204,"The only way to achieve this is through the clear commitment of political leaders on both sides of the Atlantic , together with private-sector involvement , which is fundamental to sustaining urgently needed economic growth .","Dies kann nur dadurch erreicht werden , dass sich die Politiker auf beiden Seiten des Atlantik gemeinsam mit dem privaten Sektor klar dafür entscheiden . Dies ist für dringend benötigtes , nachhaltiges Wirtschaftswachstum von entscheidender Bedeutung .",to clear the way,den weg frei machen,"translate to german: The only way to achieve this is through the clear commitment of political leaders on both sides of the Atlantic , together with private-sector involvement , which is fundamental to sustaining urgently needed economic growth .",<pad> Nur durch das klare Engagement der politischen Führer auf beiden Seiten des Atlantik
2205,Our online shop is easy to use . Take a look on it .,In wenigen Klicks über Internet zur neuen Saisonkarte !,to take it easy,es ruhig angehen lassen,translate to german: Our online shop is easy to use . Take a look on it .,<pad> Unser Online-Shop ist einfach zu bedienen.</s> <pad> <pad> <pad> <pad> <pad>
2206,"I would like to hear a clear-cut , detailed answer from you .","Ich würde gerne eine klare , detaillierte Antwort von Ihnen hören .",i hear you .,ich habe dich ( schon ) verstanden .,"translate to german: I would like to hear a clear-cut , detailed answer from you .",<pad> Ich würde gerne eine klare und detaillierte Antwort von Ihnen hören.</s> <pad> <pad>
2207,"This week , the final pieces will be put in place to provide a complete picture of this strong position .","Diese Woche werden die letzten Teile eingefügt , um das Gesamtbild dieser starken Position zu vermitteln .",to be in the picture,im bilde sein,"translate to german: This week , the final pieces will be put in place to provide a complete picture of this strong position .","<pad> Diese Woche werden die letzten Stücke erarbeitet, um ein vollständiges"
2208,I say to Mr Bush : pull my other leg !,Ich sage Herrn Bush : Das können Sie Ihrer Großmutter erzählen !,i say !,hören sie mal !,translate to german: I say to Mr Bush : pull my other leg !,<pad> Ich sage Herrn Bush: ziehen Sie mein anderes Bein!</s>
2209,"Mr President , I would be grateful if you could pass on to President Borrell our thanks for his very kind words yesterday in memory of our colleague , Phillip Whitehead .","Herr Präsident ! Ich wäre Ihnen dankbar , wenn Sie dem Präsidenten , Herrn Borrell , unseren Dank für seine sehr freundlichen Worte aussprechen würden , mit denen er gestern unseres Kollegen Phillip Whitehead gedacht hat .",to pass on,das zeitliche segnen,"translate to german: Mr President , I would be grateful if you could pass on to President Borrell our thanks for his very kind words yesterday in memory of our colleague , Phillip Whitehead .","<pad> Herr Präsident, ich wäre Ihnen dankbar, wenn Sie Präsident Borrell für seine"
2210,The French people still have time to pull themselves together – and opinion polls suggest that they are beginning to do it .,"Noch hat das französische Volk Zeit , sich zusammenzureißen – und die Meinungsumfragen deuten an , dass es beginnt , dies zu tun .",to pull together,am gleichen strang ziehen,translate to german: The French people still have time to pull themselves together – and opinion polls suggest that they are beginning to do it .,<pad> Le peuple français a encore le temps de se rassembler – et les son
2211,"However , the Liberal Group has not wanted to close the door to a new analysis of this issue and , therefore , we have accepted a joint motion for a resolution proposing that a study be carried out on the possibility and suitability of imposing this tax on certain areas of international capital movements .","Aber auf keinen Fall wollte die Liberale Fraktion die Tür vor einer neuerlichen Analyse dieses Themas verschließen , und deshalb haben wir in dem gemeinsamen Entschließungsentwurf akzeptiert , daß eine Studie über die Möglichkeit und Zweckmäßigkeit der Anwendung dieser Steuerbelastung in bestimmten Aspekten der internationalen Kapitalströme durchgeführt wird .",to close the door,die tür hinter sich zumachen,"translate to german: However , the Liberal Group has not wanted to close the door to a new analysis of this issue and , therefore , we have accepted a joint motion for a resolution proposing that a study be carried out on the possibility and suitability of imposing this tax on certain areas of international capital movements .",<pad> Die Fraktion der Liberalen und Demokratischen Partei Europas wollte jedoch keine neue Ana
2212,"By accepting today the Charlemagne Prize on behalf of the euro , I would like to pass on the credit for it to those who forged that vision of Europe and turned it into reality .","Wenn ich heute den Karlspreis für den Euro entgegennehme , möchte ich deshalb dieser Vision Europas und all denen , die sie geformt und verwirklicht haben , Anerkennung zollen .",to pass on,das zeitliche segnen,"translate to german: By accepting today the Charlemagne Prize on behalf of the euro , I would like to pass on the credit for it to those who forged that vision of Europe and turned it into reality .",<pad> Wenn ich heute den Charlemagne-Preis im Namen des Euro akz
2213,"Instead , the EU &apos;s structure now demands not only a new consensus about Europe &apos;s role in the world , but also new means to achieve consensus . History cannot be put on hold as Europe sorts out its internal balance of power .","Sie liegt vielmehr darin , dass die Struktur der EU jetzt nicht nur nach einem neuen Konsens über die Rolle Europas in der Welt verlangt , sondern auch nach neuen Wegen , diesen Konsens zu erreichen .",to be on hold,auf eis liegen,"translate to german: Instead , the EU &apos;s structure now demands not only a new consensus about Europe &apos;s role in the world , but also new means to achieve consensus . History cannot be put on hold as Europe sorts out its internal balance of power .",<pad> Stattdessen erfordert die Struktur der EU jetzt nicht nur einen neuen Konsens
2214,Transposing and understanding what it says on the labels is the basic way to pass on information .,Grundlage der Wissensvermittlung muss das Umsetzen und das Verstehen dieser Angaben sein .,to pass on,das zeitliche segnen,translate to german: Transposing and understanding what it says on the labels is the basic way to pass on information .,"<pad> Das Transposieren und Verständnis dessen, was auf den Etiketten steht, ist"
2215,It is amazing that in this day and age people with such huge responsibilities are working under such difficult circumstances .,"Es überrascht , daß Personen mit solch immenser Verantwortung heutzutage unter derart schwierigen Bedingungen tätig sind .",in this day and age,in der heutigen zeit,translate to german: It is amazing that in this day and age people with such huge responsibilities are working under such difficult circumstances .,"<pad> Es ist erstaunlich, dass heute Menschen mit so großer Verantwortung unter so schwierigen"
2216,"4.3 The prices of the seller are established in accordance with the wage rates and costs of materials in force at the time of confirmation of the order . If these increase between the confirmation and execution of the order , the seller is entitled to pass on these increases to the buyer .","4.4 Bei Vertragsabschluss mit Offenlegung der Preise ist der Verkäufer berechtigt , die am Tage der Lieferung geltenden Verkaufspreise zu berechnen .",to pass on,das zeitliche segnen,"translate to german: 4.3 The prices of the seller are established in accordance with the wage rates and costs of materials in force at the time of confirmation of the order . If these increase between the confirmation and execution of the order , the seller is entitled to pass on these increases to the buyer .",<pad> 4.3 Die Preise des Verkäufers werden in Übereinstimmung mit den Lohnsätzen und
2217,"I &apos;m not a hero , ( there really need to say !","Ich bin kein Held , ( es muß wirklich sagen !",i say !,hören sie mal !,"translate to german: I &apos;m not a hero , ( there really need to say !","<pad> Ich bin kein Held, ( es muss wirklich sagen!</s> <pad> <pad> <pad>"
2218,"I shall certainly pass on that information and I would add that I shall report back to this House , in view of the interest of Mr Gargani and the Committee on Legal Affairs , on the review of the other 11 new Member States so that the governments of other Member States that might be affected can then be notified accordingly .","Ich werde diese Information ganz gewiss weiterleiten und füge noch hinzu , dass ich in Anbetracht des Interesses von Herrn Gargani und des Rechtsausschusses diesem Parlament über die Überprüfung der anderen 11 neuen Mitgliedstaaten berichten werde , damit die Regierungen anderer Mitgliedstaaten , die davon betroffen sein könnten , dann entsprechend in Kenntnis gesetzt werden können .",to pass on,das zeitliche segnen,"translate to german: I shall certainly pass on that information and I would add that I shall report back to this House , in view of the interest of Mr Gargani and the Committee on Legal Affairs , on the review of the other 11 new Member States so that the governments of other Member States that might be affected can then be notified accordingly .","<pad> Ich werde diese Informationen sicher weitergeben, und ich möchte hinzufügen, dass ich"
2219,After a wash and brush on the cheap and cheerful Posada de los Guanches ( less than $ 40 per night ) we set out to explore .,Nach einem Wasch-und Pinsel auf die billige und fröhlich Posada de los Guanchen ( weniger als $ 40 pro Nacht ) wir uns auf den Weg zu erkunden .,cheap and cheerful,preiswert und gut,translate to german: After a wash and brush on the cheap and cheerful Posada de los Guanches ( less than $ 40 per night ) we set out to explore .,<pad> Nach einer Waschung und Bürste auf der günstigen und fröhlichen Pos
2220,but they say I gotta get fat !,"aber sie sagen , I gotta get fat !",i say !,hören sie mal !,translate to german: but they say I gotta get fat !,"<pad> aber sie sagen, ich muss fett werden!</s> <pad> <pad> <pad> <pad> <pad> <pad>"
2221,Our mandate obliges us to learn to pass on the message and to explain our choices .,"Unser Mandat verpflichtet uns zu lernen , wie man Botschaften überbringt und Entscheidungen erklärt .",to pass on,das zeitliche segnen,translate to german: Our mandate obliges us to learn to pass on the message and to explain our choices .,"<pad> Unser Mandat verpflichtet uns, die Botschaft weiterzugeben und unsere Entscheidungen zu erläutern.</s>"
2222,It is time to end this destructive experiment and close the door on nuclear testing once and for all .,"Es ist an der Zeit , dieses destruktive Experiment und damit Atomwaffentests ein und für allemal zu beenden .",to close the door,die tür hinter sich zumachen,translate to german: It is time to end this destructive experiment and close the door on nuclear testing once and for all .,"<pad> Es ist an der Zeit, dieses destruktive Experiment zu beenden und"
2223,"Therefore , it would also be interesting to know whether events in Malmö were also part of the preparations made with the American security services .","Daher wäre es interessant zu wissen , ob auch die Vorfälle von Malmö in die gemeinsamen Vorbereitungen mit dem amerikanischen Sicherheitsdienst einbezogen wurden .",to be in the know,im bild / bilde sein,"translate to german: Therefore , it would also be interesting to know whether events in Malmö were also part of the preparations made with the American security services .","<pad> Deshalb wäre es auch interessant zu wissen, ob die Ereignisse in"
2224,"The Bureau shall pass this matter on to the relevant services , so that the lift service can be improved , by one means or another .","Das Präsidium wird diese Angelegenheit an die zuständigen Dienststellen weiterleiten , damit der Aufzugsdienst auf die eine oder andere Art verbessert werden kann .",to pass on,das zeitliche segnen,"translate to german: The Bureau shall pass this matter on to the relevant services , so that the lift service can be improved , by one means or another .",<pad> Das Präsidium wird diese Angelegenheit an die zuständigen Dienste weiter
2225,"It is easy for us to talk , but very hard to take effective action .","Es ist leicht für uns , zu reden , aber sehr schwer , wirksame Maßnahmen zu ergreifen .",to take it easy,es ruhig angehen lassen,"translate to german: It is easy for us to talk , but very hard to take effective action .","<pad> Es ist für uns leicht zu reden, aber sehr schwer, wirksame Maßnahmen zu"
2226,There are concerns that Member States are being over cautious in their implementation of no-flight zones and that aeroplanes are safe to fly amid higher densities of ash than are currently allowed by EU rules .,"Es gibt Bedenken , dass die Mitgliedstaaten übervorsichtig bei ihrer Bestimmung von Flugverbotszonen handeln und dass Flugzeuge auch in höheren Aschekonzentrationen , als in den aktuellen EU-Regelungen beschrieben , sicher fliegen können .",to fly by,( wie ) im flug vergehen,translate to german: There are concerns that Member States are being over cautious in their implementation of no-flight zones and that aeroplanes are safe to fly amid higher densities of ash than are currently allowed by EU rules .,"<pad> Es gibt Bedenken, dass die Mitgliedstaaten bei der Umsetzung von Flugverbots"
2227,"Please could you pass on to Mrs Swinburne that there are no indications at all that what she is afraid of will happen , provided that the budget is sufficiently large . We will be providing the available regional funds to Wales and to all the other regions in future .","Der Kollegin Swinburne bitte ich auszurichten , dass es überhaupt keine Indizien in der von ihr befürchteten Richtung gibt - vorausgesetzt das Budget ist entsprechend groß - , dass wir eben auch Wales , wie auch alle anderen Regionen , in Zukunft entsprechend den verfügbaren Regionalmitteln berücksichtigen können .",to pass on,das zeitliche segnen,"translate to german: Please could you pass on to Mrs Swinburne that there are no indications at all that what she is afraid of will happen , provided that the budget is sufficiently large . We will be providing the available regional funds to Wales and to all the other regions in future .","<pad> Bitte können Sie Frau Swinburne mitteilen, dass es keine Anzeichen dafür"
2228,You will always know whether a third party is involved in transactions and whether we pass on information about the transactions to this partner .,"Sie wissen stets , ob ein dritter Partner an Transaktionen beteiligt ist und ob wir Informationen über die Transaktionen mit diesem dritten Partner an diesen weitergeben können .",to pass on,das zeitliche segnen,translate to german: You will always know whether a third party is involved in transactions and whether we pass on information about the transactions to this partner .,"<pad> Sie werden immer wissen, ob ein Dritter an Transaktionen beteiligt ist und"
2229,Keep the bitch on the lead and take care !,Halten Sie Ihre Hündin sicher an der Leine und seien Sie vorsichtig !,take care !,machen sie es gut !,translate to german: Keep the bitch on the lead and take care !,<pad> Bleiben Sie an der Spitze und sorgen Sie dafür!</s> <pad> <pad> <pad> <pad>
2230,"Also , the translator must be an expert in Internet searches ; he has to know where and how he can find reference material and dependable sources .","Außerdem muss der Übersetzer ein Experte in Sachen Internetrecherche sein ; er muss wissen , wo und wie er Referenzmaterial und verlässliche Quellen findet .",to be in the know,im bild / bilde sein,"translate to german: Also , the translator must be an expert in Internet searches ; he has to know where and how he can find reference material and dependable sources .",<pad> Auch der Übersetzer muss ein Experte in Internetsuchen sein; er muss wissen
2231,"Personality undoubtedly matters , and beneath overt political differences there may also be issues of values that have not yet come to the fore .","Persönlichkeit ist zweifellos wichtig , und unterhalb der offensichtlichen politischen Unterschiede verstecken sich möglicherweise Wertefragen , die noch nicht ans Tageslicht gelangt sind .",to come to the fore,ins blickfeld geraten,"translate to german: Personality undoubtedly matters , and beneath overt political differences there may also be issues of values that have not yet come to the fore .","<pad> Personalität ist zweifellos von Bedeutung, und unter offenen politischen Differenzen"
2232,"&quot; Say : &quot; Nay ! but I am commanded to be the first of those who bow to Allah ( in Islám ) , and be not thou of the company of those who join gods with Allah .","14 Sprich : « Ich fürchte die Strafe eines furchtbaren Tages , sollte ich meinem Herrn ungehorsam sein . » 15 Wer an jenem Tag davor bewahrt bleibt , dem hat Er Barmherzigkeit erwiesen .",i say !,hören sie mal !,"translate to german: &quot; Say : &quot; Nay ! but I am commanded to be the first of those who bow to Allah ( in Islám ) , and be not thou of the company of those who join gods with Allah .",<pad> &quot;Sprich : &quot;Nay! aber
2233,The problem arises when this espionage goes beyond the clarification of general security issues and the intelligence services pass on details to industrialists in their own country in order to give their companies a competitive advantage .,"Das Problem entsteht dann , wenn nicht allgemeine Sachverhalte aufgeklärt werden , sondern wenn Details der Industrie des eigenen Landes zugespielt werden , damit sie einen Wettbewerbsvorteil bekommt .",to pass on,das zeitliche segnen,translate to german: The problem arises when this espionage goes beyond the clarification of general security issues and the intelligence services pass on details to industrialists in their own country in order to give their companies a competitive advantage .,"<pad> Das Problem entsteht, wenn diese Spionage über die Klärung allgemeiner Sicherheitsfragen hinaus"
2234,"Mr President , Madam Foreign Minister , Commissioner , first I should like to pass on apologises for absence from Doris Pack , our top expert on crisis regions .","Herr Präsident , Frau Außenministerin , Herr Kommissar ! Zunächst möchte ich meine Kollegin Doris Pack , unsere Hauptexpertin für die Krisenregion , entschuldigen .",to pass on,das zeitliche segnen,"translate to german: Mr President , Madam Foreign Minister , Commissioner , first I should like to pass on apologises for absence from Doris Pack , our top expert on crisis regions .","<pad> Herr Präsident, Frau Außenministerin, Herr Kommissar! Zunächst"
2235,I feel it would be a good idea to pass on this message .,"Ich glaube , es wird eine gute Sache sein , diese Nachricht weiterzugeben .",to pass on,das zeitliche segnen,translate to german: I feel it would be a good idea to pass on this message .,"<pad> Ich halte es für eine gute Idee, diese Botschaft weiterzugeben.</s> <pad> <pad>"
2236,"I can only pass it on with an explicit request that Mr Kinnock reply to the question , which I shall do .","Ich kann es nur weiterleiten mit der ausdrücklichen Bitte , daß Herr Kinnock die Frage beantwortet , was ich auch tun werde .",to pass on,das zeitliche segnen,"translate to german: I can only pass it on with an explicit request that Mr Kinnock reply to the question , which I shall do .",<pad> Ich kann es nur mit einer ausdrücklichen Bitte an Herrn Kinnock weiterleiten
2237,It is time to exclude agriculture from the talks once and for all and not sell out European farmers .,"Es ist Zeit , die Landwirtschaft ein für allemal aus den Gesprächen herauszunehmen und die europäischen Landwirte nicht im Stich zu lassen .",to sell out,sich selbst untreu werden,translate to german: It is time to exclude agriculture from the talks once and for all and not sell out European farmers .,"<pad> Es ist an der Zeit, die Landwirtschaft ein für allemal von den Gesprächen auszuschließen und"
2238,Our neighbours in the High North know the EU to be a competent cooperative partner .,Unsere Partner im Norden kennen die EU als kompetenten Kooperationspartner .,to be in the know,im bild / bilde sein,translate to german: Our neighbours in the High North know the EU to be a competent cooperative partner .,<pad> Unsere Nachbarn im Hochnord kennen die EU als kompetenter Kooperationspartner
2239,I would now like to pass on the central message given during these commemorations .,Ich möchte nun die zentrale Botschaft dieser Gedenkfeiern weitergeben .,to pass on,das zeitliche segnen,translate to german: I would now like to pass on the central message given during these commemorations .,"<pad> Ich möchte nun die zentrale Botschaft übermitteln, die während dieser Gedenk"
2240,"I will , however , pass this message on to my colleague , Mr Bolkestein .",Ich werde aber diese Botschaft dennoch an meinen Kollegen Herrn Bolkestein weiterleiten .,to pass on,das zeitliche segnen,"translate to german: I will , however , pass this message on to my colleague , Mr Bolkestein .",<pad> Ich werde diese Botschaft jedoch an meinen Kollegen Bolkestein weiterleiten.</s> <pad> <pad>
2241,We have seen that it can work in the case of Uganda and in other places too we are beginning to see the AIDS curve go down .,"Wir haben im Fall von Uganda gesehen , dass das funktionieren kann , und auch in anderen Ländern sind erste Anzeichen für einen Rückgang der AIDS-Erkrankungen zu erkennen .",to go places,es zu etwas bringen,translate to german: We have seen that it can work in the case of Uganda and in other places too we are beginning to see the AIDS curve go down .,"<pad> Wir haben gesehen, dass es im Fall Uganda funktionieren kann, und auch an anderen"
2242,"... checks on the validity of ownership of the object against a land registry extract , it is not his job to be informed on any town planning regulations .",... überprüft ansonsten nur die Lastenfreiheit des Objekts anhand eines Auszuges aus dem Grundbuch . Die Überprüfung der städtebaulichen Qualifizierung Ihres Grundstückes gehört nicht zu seinen Pflichten .,to land a job,( sich ) einen job an land ziehen,"translate to german: ... checks on the validity of ownership of the object against a land registry extract , it is not his job to be informed on any town planning regulations .",<pad>... Überprüft die Gültigkeit des Eigentums an dem Objekt gegen einen Land
2243,"The lesson from the Ukraine episode is that while Russia is less of a gas superpower than it would appear , Europe would be wise for to start building greater diversity into the energy relationship .","Die Lehre aus den Vorgängen in der Ukraine ist , das Russland zwar nicht so eine Gassupermacht ist , wie es scheint , aber Europa gut daran täte , im Energiebereich für eine größere Diversifizierung zu sorgen .",to be a gas,zum brüllen sein,"translate to german: The lesson from the Ukraine episode is that while Russia is less of a gas superpower than it would appear , Europe would be wise for to start building greater diversity into the energy relationship .","<pad> Die Lehre aus der Ukraine-Episode ist, dass Russland zwar weniger"
2244,"Mr President , I have taken good note of what was said by the various honourable Members and I will pass on their comments and suggestions to Mr Figeľ .",Ich habe die Äußerungen der verschiedenen Abgeordneten gebührend zur Kenntnis genommen und werde ihre Bemerkungen und Anregungen an Herrn Figeľ weiterleiten .,to pass on,das zeitliche segnen,"translate to german: Mr President , I have taken good note of what was said by the various honourable Members and I will pass on their comments and suggestions to Mr Figeľ .","<pad> Herr Präsident, ich habe das, was die verschiedenen Abgeordneten gesagt haben"
2245,"The portfolio is completed by a premium quality range of side events and networking functions at numerous great venues , enabling experts to pass on their know-how at the fascinating stage and panel discussions during the Property Talks .",Ein hochkarätiges Rahmenprogramm und zahlreiche Networking Events in Top-Locations runden das Angebot ab . So vermitteln etwa Experten bei den Property Talks in spannenden Podiumsdiskussionen ihr Know-How .,to pass on,das zeitliche segnen,"translate to german: The portfolio is completed by a premium quality range of side events and networking functions at numerous great venues , enabling experts to pass on their know-how at the fascinating stage and panel discussions during the Property Talks .",<pad> Das Portfolio wird durch ein hochwertiges Spektrum an Nebenveranstaltungen und Vernetzung
