,en,trans,de,en_idiom,Wrong
2032,"Without a shadow of a doubt , the European monetary union has not operated in the way it was designed to work .", There is no doubt that the European Monetary Union has not worked as originally intended.,"Ganz ohne Zweifel hat die europäische Währungsunion nicht so funktioniert , wie ursprünglich vorgesehen war .",without a shadow of a doubt,
2033,"Until it is set up , I would ask the European Ombudsman to pass on each complaint directly to the national or regional ombudsman with the appropriate competence ."," Until it is in place , I would ask the European Ombudsman to refer any complaint directly to the appropriate national or regional ombudsman .","Bis sie eingerichtet ist , würde ich den Europäischen Bürgerbeauftragten bitten , jede Beschwerde direkt an den jeweils zuständigen nationalen bzw. regionalen Bürgerbeauftragten weiterzuleiten .",to pass on,
2034,"And when you speak of simplifying administration and enlist the former Minister-President of Bavaria to lead that effort , all I can say is three cheers and the best of luck !"," And if you're talking about administrative simplification and need the former Bavarian prime minister - congratulations, I wish you every success!","Und wenn Sie von Verwaltungsvereinfachung reden und dazu den früheren bayerischen Ministerpräsidenten brauchen - herzlichen Glückwunsch , da wünsche ich Ihnen viel Erfolg !",i say !,
2035,"Assaults by the confederates were to be expected even on rocky and inaccessible terrain and were met with heavy fire ( frontal and lateral ) from small cannon ( socalled falcons ) , but also from harquebusses ( predecessor of the musket ) and crossbows . The machicolations on the battlements were used to protect the walls from attack with ladders and from attempts at undermining the stronghold and , at the same time , protected those engaged in throwing tar , stones and incendiary shells on the enemy .",The Milanese fortifications of the late Middle Ages are quite different.,Ganz anders die mailändischen Festungswerke des Spätmittelalters .,to be on fire,x
2036,"He reached maturity with a body trunk of normal size but with abnormally short legs , described by Jean Bouret as having &quot; developed the torso of a grown man on the legs of a small boy ; and his handsome face changed gradually into a thick-lipped , monstrously masculine and sensual mask covered in black stubble .","In 1885 Aristide Bruant opened the Cabaret Le Mirliton, and Toulouse-Lautrec designed numerous posters, in which Monsieur Bruant in particular stands out with his trademark, a red scarf. In 1888 Toulouse-Lautrec began to select motifs for which he is still known today: people from the circus, from entertainment venues and situations from the demimonde milieu.","1885 eröffnet Aristide Bruant das Cabaret Le Mirliton , und Toulouse-Lautrec entwarf zahlreiche Plakate , auf denen vor allem Monsieur Bruant durch sein Markenzeichen , einen roten Schal , hervorsticht . 1888 begann Toulouse-Lautrec , Motive auszuwählen , für die er bis heute bekannt ist : Menschen aus dem Zirkus , aus Vergnügungslokalen und Situationen aus dem Milieu der Halbwelt .",man and boy,x
2037,"Holstein International ( HI ) is the magazine for Holstein dairymen and Holstein breeders worldwide . Readers let us know that from the moment they have read HI for the very first time , HI has become their favorite Holstein magazine - because of the readability of the articles , the passion it radiates , the easy way to pass on knowledge and expertise , and the innovative topics .", Holstein International (HI) is the trade journal for Holstein dairy farmers worldwide.,Holstein International ( HI ) ist die Fachzeitschrift für Holstein-Milchviehhalter weltweit .,to pass on,x
2038,"If you prefer to take it easy , we have just the right thing for you : a selection of easy but rewarding hikes which don &apos;t always require going up too high .", The mountain huts in the Saas Valley are your starting points for many ski and mountain tours. Experience a night in the midst of the fascinating mountains.,Die Berghütten im Saastal sind Ihre Ausgangspunkte für viele Ski- und Bergtouren . Erleben Sie eine Nacht inmitten der faszinierenden Bergwelt .,to take it easy,x
2039,"Here is the picture in edit mode , there will be no way out of here to edit a picture in the right to delete action ."," Here the image is in edit mode , there will be no way out of here to edit an image in the right to delete .","Hier ist das Bild im Bearbeitungsmodus befindet , wird es keinen Ausweg aus der Sie hier , um ein Bild in das Recht , zu löschen zu bearbeiten .",to be in the picture,
2040,"Firstly : if we are to be able to reduce greenhouse gas emissions , we need to adopt a strategy which includes concrete measures in different areas .","First . In order to reduce greenhouse gas emissions , we need to adopt a strategy that includes concrete measures in various areas .","Erstens . Zur Senkung der Emission von Treibhausgasen müssen wir eine Strategie beschließen , die konkrete Maßnahmen auf verschiedenen Gebieten umfaßt .",to be a gas,
2041,"We know , for example , that certain smoked food can be difficult to store in the right way ."," For example , we know that certain smoked foods can be complicated to store properly .","Wir wissen beispielsweise , dass bei bestimmten geräucherten Lebensmitteln die richtige Lagerung kompliziert ist .",to be in the know,
2042,"Self-Service Ad Booking &amp; Payment , Next Generation Targeting and Business Intelligence &amp; Real Time Reporting in a nutshell .",ADTELLIGENCE offers targeting solutions for the precise placement of advertising on users of Web 2.0 sites such as social networks. We increase the competitiveness of social media offers.,ADTELLIGENCE bietet Targeting Lösungen zur exakten Platzierung von Werbung bei Nutzern von Web 2.0 Seiten wie Social Networks . Wir steigern die Wettbewerbsfähigkeit von Social Media Angeboten .,in a nutshell,x
2043,"Mr President , I would also like to pass on my best regards to Mr Karlsson , thank him for his presentation and all the work he has done over the past few years ."," Mr President , I offer my best wishes to Mr Karlsson and thank him for his presentation and the work he has done over the past few years .","Herr Präsident , ich entbiete Herrn Karlsson meine besten Wünsche und danke ihm für seinen Vortrag und die von ihm in den vergangenen Jahren geleistete Arbeit .",to pass on,
2044,You know that the presidency will be making a visit to that region shortly in the hope of giving out that message and of receiving backing for this .," As you know , the Presidency will shortly be visiting the region in the hope of getting that message across and receiving support for it .","Der Vorsitz wird bekanntlich in Kürze die Region besuchen , in der Hoffnung , diese Botschaft zu übermitteln und dafür Unterstützung erhalten zu können .",to be in the know,
2045,"So , there are many good resolutions , and yet the issue remains and will without a shadow of a doubt be raised in the US : does Europe really wish to save South America ?"," So many good resolutions, and yet one question remains that will certainly also be asked on the other side of the Atlantic: Does Europe really want to save South America?","Viele gute Entschließungen also und dennoch bleibt eine Frage , die sicherlich auch jenseits des Atlantik gestellt wird : Will Europa Südamerika wirklich retten ?",without a shadow of a doubt,
2046,"It is therefore essential that the European Commission - and I know , Vice-President , that you are aware of this - presents us with genuine solutions , as soon as possible , so that we can protect passengers if the airline they were due to fly with goes bankrupt , regardless of the means by which they booked their ticket .","It is therefore essential that the European Commission - and I know that you, Mr Vice-President, are aware - present us with simple solutions as soon as possible so that we can protect passengers, if the airline they wanted to fly with , goes bankrupt , regardless of how they booked their ticket .","Es ist daher ausschlaggebend , dass die Europäische Kommission - und ich weiß , dass Sie , Herr Vizepräsident , sich dessen bewusst sind - uns so rasch wie möglich einfache Lösungen vorlegt , damit wir die Passagiere schützen können , falls die Fluglinie , mit der sie fliegen wollten , in Konkurs geht , und zwar unabhängig davon , auf welchem Weg sie ihr Ticket gebucht haben .",to fly by,
2047,It is not too late for us to pull ourselves together and win back this right from the Commission ., It's never too late to change your mind and recover it from the Commission.,"Es ist nie zu spät , sich zu besinnen und es von der Kommission zurückzuerlangen .",to pull together,
2048,Visit our website www.freecross.de often for an updated look at the tour dates and stops - including the more spontaneous Freecross group rides - in your area . Then some day you ´ ll be able to say : &quot; I was freecrossing before it went mainstream !, Now we're going on tour with Freecross to give even more people the chance to discover this sport for themselves.,"Jetzt gehen wir mit Freecross auf Tour , um noch mehr Menschen die Chance zu geben , diesen Sport für sich zu entdecken .",i say !,x
2049,Parents who are mentally ill has an extremely high chance to pass it on to their children ., Parents who are mentally ill has a very high chance to pass it on to their children.,"Eltern , die psychisch krank sind verfügt über eine sehr hohe Chance , um es an ihre Kinder weitergeben .",to pass on,
2050,They may not travel to other Member States nor pass through other Member States on their return to their country of origin ., They may not travel to another Member State nor pass through another Member State when returning to their country of origin.,Sie dürfen weder in einen anderen Mitgliedstaat reisen noch bei der Rückkehr in ihr Herkunftsland einen anderen Mitgliedstaat passieren .,to pass on,
2051,I voted in favour of this text because it presents these issues in a clear way and launches a strong appeal to the European Commission : the ESF must become a key instrument of EU policies ., voted for this text as it makes these points clear and urges the European Commission to make the ESF a key EU policy instrument.,"Ich habe für diesen Text gestimmt , da er diese Punkte deutlich aufzeigt und mit Nachdruck an die Europäische Kommission appelliert , dass der ESF ein Schlüsselinstrument der EU-Politik werden muss .",to clear the way,
2052,"Similarly , the customer is forbidden to offer in any commercial form , to sell , to rent out , to lend , to share or to allow any third persons to use the VoipSoftware ."," In particular , the customer also refrains from offering , selling , renting , lending , distributing or otherwise allowing the VoIP software to third parties for use .","Der Kunde unterlässt es insbesondere auch , die VoipSoftware Dritten geschäftsmäßig anzubieten , zu verkaufen , zu vermieten , zu verleihen , zu verteilen oder sonst zur Nutzung zu überlassen .",to sell out,
2053,"Mr President , the floor is yours ."," Mr President, you have the floor.",Herr Präsident Sie haben das Wort .,the floor is yours .,
2054,"Because this is an automatic mechanism , and if we have surpluses in the Community and a policy designed to get them out of the Community to sell them to markets where prices are lower , then it is obvious from day to day and month to month as world markets change that we need an order to get these surpluses out of the Union ."," Because that happens automatically, and if we have surpluses in the community and our policy is to sell these surpluses outside the community on world markets where prices are lower, we need - depending on the daily or monthly fluctuations in the World market - a regulation on how we can get these surpluses out of the Union.","Denn das läuft automatisch ab , und wenn wir in der Gemeinschaft Überschüsse haben und unsere Politik darauf abzielt , diese Überschüsse außerhalb der Gemeinschaft auf den Weltmärkten , wo die Preise niedriger sind , zu verkaufen , brauchen wir - je nach den täglichen oder monatlichen Schwankungen auf dem Weltmarkt - eine Regelung , wie wir diese Überschüsse aus der Union herausbekommen .",to sell out,
2055,"As a result , it is not possible either to follow the American model and pass on a portion of the annual government deficit to the rest of the world , which continues to compete for possession of an exchange currency that is falling in value .","For this reason, part of the annual public deficits cannot be passed on to the rest of the world, which is still not pushing for a depreciating exchange currency, in the same way as in the US.","Deshalb kann auch ein Teil der jährlichen öffentlichen Defizite nicht nach US-amerikanischem Vorbild auf den Rest der Welt abgewälzt werden , die sich noch immer nicht nach einer an Wert verlierenden Tauschwährung drängt .",to pass on,
2056,"In my opinion , we shall be doing Europe a disservice , precisely in these times of crisis , if we do not all pull together and help the Czech Presidency to function ."," In my opinion , we are doing Europe a disservice , particularly in this crisis , if we do not all work together to ensure that the Czech Council Presidency works .","Meiner Meinung nach erweisen wir Europa gerade in der Krise einen Bärendienst , wenn wir jetzt nicht alle zusammen dazu beitragen , dass die tschechische Ratspräsidentschaft funktioniert .",to pull together,
2057,"You will work in close collaboration with our designers and buyers , and of course with our stores , who will pass on to you our customer &apos;s opinions about the fashion items that will be best sellers ."," You will work closely with our designers and our buyers , and of course with the stores , who will bring you our customers ' opinions on the fashions that will sell best .","Sie werden eng mit unseren Designern und unseren Einkäufern zusammenarbeiten und selbstverständlich mit den Läden , die Ihnen die Meinungen unserer Kunden über die Mode , die sich am besten verkaufen wird , übermitteln werden .",to pass on,
2058,We have created an intellectual climate in which innovation can come to the fore and prosper ., We have created an intellectual climate in which new ideas can be created and implemented.,"Wir haben ein geistiges Klima geschaffen , in dem Neues entsteht und umgesetzt werden kann .",to come to the fore,
2059,Health is one of the issues that the citizens hold most dear and it would be wrong to impose solutions on the Member States by means of Community legislation that would undermine rules on which the citizens and the politicians have agreed .,Health is one of the issues that citizens are most concerned about and it would be wrong to use Community legislation to impose on Member States solutions that violate rules agreed by citizens and policy makers .,"Die Gesundheit ist eine der Fragen , die den Bürgern am meisten am Herzen liegen , und es wäre falsch , auf dem Wege der Gemeinschaftsgesetzgebung den Mitgliedstaaten Lösungen aufzuzwingen , die Regelungen verletzen , die von den Bürgern und den politischen Entscheidungsträgern vereinbart wurden .",to be on hold,
2060,"As I said in my first remark , you know that we would be ready to contribute to the negotiation as soon as the Council has also expressed the position to try to manage that , bringing all the Member States to the possibility of having a whole visa agreement as well as a re-admission agreement ."," As I said in my first comment, you know that we would be ready to contribute to the negotiation as soon as the Council also signals its willingness to try to convince all Member States of the possibility of a full visa agreement and readmission agreement .","Wie ich in meiner ersten Anmerkung gesagt habe , wissen Sie , dass wir bereit wären , einen Beitrag zu der Verhandlung zu leisten , sobald der Rat ebenfalls seine Bereitschaft signalisiert , den Versuch zu unternehmen , alle Mitgliedstaaten von der Möglichkeit eines kompletten Visaabkommens und Rückübernahmeabkommens zu überzeugen .",to be in the know,
2061,Culturally and strategically well formed by the Jesuits of the renowned Liceo Massimo in Roma ... and having always been head over heels in love with Design ... or at least as much as his most secret fishing areas in the Tuscan archipelagos . R.Z.,"Culturally and strategically well-trained by the Jesuits of Rome's prestigious Liceo Massimo... and always madly in love with design... at least as much as his secret fishing grounds in the Tuscan Archipelago.... RZ was driven by an unstoppable desire for something &quot; Innovative and important &quot; to achieve in the world of design, especially in lamp design.","Kulturell und strategisch von den Jesuiten des prestigeträchtigen Liceo Massimo in Rom gut ausgebildet ... und von jeher unsterblich in Design verliebt ... zumindest genauso sehr wie in seine heimlichen Fischgründe im Toskanischen Archipel .... wurde R. Z. von dem unaufhaltsamen Verlangen getrieben etwas &quot; Innovatives und Wichtiges &quot; in der Welt des Designs zu vollbringen , insbesondere im Lampendesign .",head over heels,
2062,"Secondly , we want to know what will be done to cover and capture the potential for significant risk in all the Member States ."," Secondly, we would like to know what will be done to cover and capture the potential for significant risks in all Member States.","Zweitens möchten wir wissen , was unternommen werden wird , um das Potenzial für erhebliche Risiken in allen Mitgliedstaaten abzudecken und zu erfassen .",to be in the know,
2063,I am also asking the Commissioner and the European Commission whether we will have sufficient information at our disposal in order to be able to hold a proper debate on the financial reprioritisation ., I would also like to know from the Commissioner and the European Commission whether we will have enough information to have an informed debate on the review of financial priorities.,"Von der Kommissarin und der Europäischen Kommission möchte ich ferner wissen , ob uns genügend Informationen vorliegen werden , damit wir eine fundierte Debatte zur Überprüfung der finanziellen Prioritäten führen können .",to be on hold,
2064,Pass your season ticket on to a friend or acquaintance .," In addition to the ""Place de l'Europe"" car park, the ""Trois Glands"" car park is also available.","Neben dem Parkhaus « Place de l ’ Europe » , steht auch das Parkhaus « Trois Glands » zur Verfügung .",to pass on,x
2065,The House may be glad to know that the Commission is supporting discussions in the International Maritime Organisation about placing the mandatory responsibility for safeguarding against pollution and other effects of wrecks on the vessel owner .,Parliament will be pleased to know that the Commission supports the discussions taking place in the International Maritime Organization on making shipowners responsible for protection against pollution and other effects of wrecks .,"Das Parlament wird erfreut sein zu erfahren , daß die Kommission die in der Internationalen Schiffahrtsorganisation geführten Diskussionen zur Übertragung der Verantwortlichkeit für den Schutz vor Verschmutzung und anderer Auswirkungen von Wracks auf die Schiffseigner unterstützt .",to be in the know,
2066,"Mr Wurtz , would you be good enough to put on your headphones so that I can say something to you !"," Mr. Wurtz, would you be kind enough to put on your headphones so that I can tell you something!","Herr Wurtz , hätten Sie Freundlichkeit , Ihre Kopfhörer aufzusetzen , damit ich Ihnen etwas sagen kann !",i say !,
2067,We take care of your registration with the health resort automatically : You pay the health resort fees to us and we pass them on to the resort management . We provide you with your passes for the health resort immediately on arrival ., We will automatically register you with the spa administration: You pay the spa tax to us and we will forward it to the spa administration.,Wir melden Sie automatisch bei der Kurverwaltung an : Sie entrichten die Kurabgabe bei uns und wir leiten diese an die Kurverwaltung weiter .,to pass on,
2068,"At such moments of decline in Russia , the clans always come to the fore in a mad scramble of self-preservation and self-enrichment . Even Putin ’ s truest followers are now beginning to speak of their leader and the results of his governance in impertinent and disrespectful ways ."," In such moments of decline in Russia, the clans always come to the fore in a lunatic scramble for self-preservation and self-enrichment. Even Putin's most loyal supporters are now beginning to speak brazenly and disrespectfully of their party leader and the results of his governance.","In solchen Momenten des Niedergangs treten in Russland stets die Clans in den Vordergrund , in einem aberwitzigen Gerangel um Selbsterhalt und Selbstbereicherung.Selbst Putins treuste Anhänger fangen jetzt an , in unverschämter und respektloser Weise von ihrem Parteichef und den Ergebnissen seiner Regierungsführung zu sprechen .",to come to the fore,
2069,"Companies and investors , politicians and those involved in education and even individual economic agents all seem to pull together to create an innovation-friendly environment in Switzerland .","In addition , Iceland has been struggling with a massive rise in consumer prices since last year . The rising unemployment rate, debt and falling stock market and currency values speak volumes.","Darüber hinaus hat Island schon seit dem Vorjahr mit einem massiven Anstieg der Verbraucherpreise zu kämpfen . Die steigende Arbeitslosenrate , Schulden und der Wertverfall von Aktienmarkt und Währung sprechen Bände .",to pull together,x
2070,"Should you want to know which lessons can be learnt from the introduction of HDTV in the USA , how Mobile TV works in Korea , why interesting EPG providers and comprehensive studies on interactive advertising appear particularly numerous in Australia , what the convergent media landscape is currently like in Moscow or Shanghai , for example – then we are the right people to talk to ."," Accordingly, we can provide insights that cannot be gained through conventional desktop research or through the purchase of overview studies.","Entsprechend können wir Insights liefern , die sich durch herkömmlichen Desktop-Research oder durch den Kauf von Überblicksstudien nicht gewinnen lassen .",to be in the know,x
2071,I shall be glad to take up and pass on this suggestion ., I will gladly take up this idea and pass it on .,Ich werde diese Idee gerne aufgreifen und weiterleiten .,to pass on,
2072,"Now it ’ s time to pass on the diary of this strange and beautiful journey to you : The Best Of package features not only their most popular songs and current hits like “ 5 Jahre ” or “ Stumme Schreie ” ; it also contains two exclusive , new bonus tracks with which L ’ ÂME IMMORTELLE are not only celebrating their tenth anniversary , but are also presenting their audience with two brand new numbers to commemorate the occasion : “ Come Closer ” continues with the musical barrier-busting tradition of the band , combining driving , rocky guitars , touching piano harmonies and pulsing electro beats to form a strong club number that sets a thundering exclamation point to the end of one decade and the start of a new one for L ’ ÂME IMMORTELLE .","Now it's time to pass the travel diary on to you: The Best Of not only presents the successful songs and hits that are still very present, such as ""5 Jahre"" or ""Stumme Schreie"", but also two exclusive, new bonus tracks. L'ÂME IMMORTELLE are celebrating their tenth anniversary and are once again offering their audience two extraordinary songs as birthday presents: ""Come Closer"" seamlessly continues the band's crossover claim, uniting driving rocky guitars, poignant piano harmonies and throbbing electro beats a strong club number and sets a bang-like conclusion that impressively heralds the beginning of a new decade for L'ÂME IMMORTELLE.","Nun ist es an der Zeit , das Reisetagebuch an Euch weiterzureichen : Mit dem Best Of werden nicht nur die erfolgreichen Songs und noch sehr präsenten Hits wie z.B. „ 5 Jahre “ oder „ Stumme Schreie “ , sondern auch zwei exklusive , neue Bonustracks präsentiert . So feiern L ’ ÂME IMMORTELLE ihr zehnjähriges Bestehen und bieten ihrem Publikum wieder zwei außergewöhnliche Songs als Geburtstagsgeschenke : „ Come Closer “ setzt den Crossover-Anspruch der Band nahtlos fort , vereint treibend-rockige Gitarren , ergreifende Piano-Harmonien und pochende Electro-Beats zu einer starken Club-Nummer und setzt einen paukenschlagartigen Schlusspunkt , der eindrucksvoll den Beginn einer neuen Dekade bei L ’ ÂME IMMORTELLE einläutet .",to pass on,
2073,"The Commission shares the concern that honourable Members have expressed about the fact that perhaps in an increasingly general way , but particularly where e-commerce is concerned , the extra-judicial resolution of disputes is , without a shadow of a doubt , a much better solution in most cases than resorting to judicial procedures .","On the contrary, the Commission shares the concern expressed by the honorable Members that - perhaps in an increasingly general way, but above all in relation to electronic commerce - the out-of-court settlement of disputes without the slightest doubt and in the majority of cases a much better one solution than the court case.","Vielmehr teilt die Kommission die von den Damen und Herren Abgeordneten geäußerte Sorge darüber , dass - vielleicht in immer allgemeinerer Form , aber vor allem speziell zum elektronischen Handel - die außergerichtliche Klärung von Streitfällen ohne den geringsten Zweifel und in der überwiegenden Zahl der Fälle eine wesentlich bessere Lösung darstellt als das Gerichtsverfahren .",without a shadow of a doubt,
2074,We clear the way to make your production as smooth as possible ., We clear the way for your smooth production.,Wir räumen Ihnen den Weg für Ihre reibungslose Produktion frei .,to clear the way,
2075,And they have to pass them on .," In addition , they must forward them , not to mention the replies , which must also be forwarded .","Zusätzlic müssen sie sie weiterleiten , nicht zu vergessen die Antworten , die auch weitergeleitet werden müssen .",to pass on,
2076,"I should therefore like to ask , in conclusion , whether we will be able to hold on to that majority in two years &apos; time ?", I would therefore like to conclude by asking whether we will still be able to rely on this majority in two years' time.,"Deshalb möchte ich abschließend fragen , ob wir uns in zwei Jahren noch auf diese Mehrheit stützen können .",to be on hold,
2077,After a difficult 1st fiscal quarter the business was able to pass on significantly increased starting material prices to customers in the further course of the year .," After a difficult first quarter of the financial year , the division was able to pass on the noticeably higher raw material prices to customers as the year progressed .",Nach einem schwierigen 1. Geschäftsjahresquartal konnte der Bereich im weiteren Jahresverlauf die spürbar gestiegenen Vormaterialpreise an die Kunden weitergeben .,to pass on,
2078,"However , where this is concerned , we need to bite the bullet now , rather than prolonging the agony .", But better in this area an end with terror than this terror without end.,Aber besser in diesem Bereich ein Ende mit Schrecken als dieser Schrecken ohne Ende .,to bite the bullet,x
2079,"If you want to be always in time , have your clock at hand and know the exact hours and minutes any moment you wish while using your personal computer , then the newly created program , Ice Clock 3D Scre ...","If you always want to keep up with the times , always have the clock at hand and want to know the exact hours and minutes when you are sitting at the PC , then the new program , Ice Clock 3D Scr ...","Wenn Sie immer Schritt mit der Zeit halten wollen , die Uhr immer parat haben wollen und die Stunden und Minuten genau wissen wollen , wenn Sie am PC sitzen , dann ist das neue Programm , Ice Clock 3D Scr ...",to be in the know,
2080,"I shall pass on your comments to Mr Hänsch , but I have to say that this is always the complaint on Tuesday and Wednesday evenings ."," I will pass it on to President Hänsch. However, I have to say that this is always the lawsuit on Tuesday and Wednesday evenings.","Ich werde es Herrn Präsident Hänsch weitergeben . Allerdings muß ich sagen , daß das immer die Klage am Dienstag- und Mittwochabend ist .",to pass on,
2081,"Mr Hatzidakis , I will pass on your comments on the matter of transport and road safety to Mrs de Palacio ."," Mr Hatzidakis , I will pass on to Mrs de Palacio what you said about transport and road safety .","Herr Hatzidakis , ich werde Frau de Palacio Ihre Ausführungen zur Frage des Verkehrs und der Verkehrssicherheit übermitteln .",to pass on,
2082,We should not use this as an election opportunity here for us in Europe but as something that we can pass on to our colleagues and friends in Afghanistan to make sure that they can fulfil the obligations that they have voluntarily undertaken themselves .," We should not exploit this as electoral propaganda for ourselves here in Europe , but pass it on to our colleagues and friends in Afghanistan so that they can fulfill the commitments that they have voluntarily made .","Wir sollten das nicht als Wahlpropaganda hier in Europa für uns ausschlachten , sondern es an unsere Kollegen und Freunde in Afghanistan weitergeben , damit sie die Verpflichtungen erfüllen können , die freiwillig von ihnen übernommen wurden .",to pass on,
2083,It has been postponed because we need to wait for the implementation of law in practice and cannot pass judgment on legal proposals ., It has been suspended because we have to wait for the implementation of the legislation in practice and cannot judge legislative proposals.,"Es wurde ausgesetzt , weil wir auf die Umsetzung der Rechtsvorschriften in der Praxis warten müssen und nicht über Legislativvorschläge urteilen können .",to pass on,
2084,"Based on well-known processes and plant components that have been well tested in practice for many years , the STEULER modular flue gas treatment can be tailor made to our customers needs . STEULER can provide a full turnkey facility .",Steuler developed a modular system based on well-known processes and system components that have been tried and tested in practice for years.,Basierend auf bekannten und in der Praxis seit Jahren erprobten Verfahren und Anlagenkomponenten entwickelte Steuler ein modulares Baukastensystem .,to be a gas,
2085,"Mr President , I am only here to say bravo , Christine !"," Mr President , I am only here to say : &quot; Well done Christina!","Herr Präsident , ich bin lediglich hier , um zu sagen : &quot; Bravo , Christine !",i say !,
2086,"Only there is no clear sign from which part of the train station is the best way to go to the hotel . For the first time visitor to zurich , it needs more clear direction .", Elevator was very small (but not really important for us).,Aufzug war sehr klein ( ist aber nicht wirklich wichtig gewesen für uns ) .,to clear the way,x
2087,"They had planned an easy and chilled out windsurfing trip , but soon they realised that this won ’ t come to pass : Arriving in time on the wave paradise Sal , they realized that Moritz gear get stuck at Praia , the main island of the Cape Verde Islands . With 15 knots the wind wasn ’ t strong during the first days and Moritz enjoyed the little waves with a board and sails from the Club Mistral station nearby ."," Initially, however, the vacation did not go quite as easily as planned: Moritz and Claus landed on Sal as planned, but unfortunately Moritz's material did not.","Ganz so easy wie der Urlaub geplant war , verlief er zunächst aber nicht : Moritz und Claus landeten planmäßig auf Sal , das Material von Moritz leider nicht .",to pass on,x
2088,They have qualified to fly SpaceShipOne by training on the Tier One flight simulator and in White Knight and other Scaled Composites aircraft .,"The power to the rocket engine was then shut off, eleven seconds ahead of schedule. However, due to the momentum, the aircraft still gained altitude and finally reached 102.9 kilometers above the ground.","Die Versorgung des Raketentriebwerks wurde darauf abgeschaltet , elf Sekunden früher als geplant . Durch den Impuls gewann das Flugzeug allerdings noch an Höhe und erreichte schließlich 102,9 Kilometer über dem Erdboden .",to fly by,x
2089,It is unfortunate that at times there is no demand for the elderly to pass on their experience to younger people ., Passing on the experience to younger people is sometimes not in demand at all - unfortunately that's the way it is.,Die Weitergabe der Erfahrung an Jüngere ist heute zeitweise überhaupt nicht gefragt - leider ist das so .,to pass on,
2090,"Moreover , our guests can go on hiking tours to the Low , West and High Tatra Mountains ."," Many hiking tours in the Low, Western or High Tatras are accessible.","Erreichbar sind viele Wandertouren in der Niederen , Westlichen oder Hohen Tatra .",to go west,
2091,Mrs Beer asked me to pass on her thanks to the various political group coordinators and to the Council and Commission for their good cooperation in the fruitful compromise negotiations .,Mrs Beer asked me to thank the individual coordinators of the parliamentary groups and the Council and Commission for their good cooperation in the successful compromise negotiations.,"Frau Beer bat mich , ihren Dank an die einzelnen Koordinatoren der Fraktionen sowie an den Rat und die Kommission für ihre gute Zusammenarbeit in den ergebnisreichen Kompromissverhandlungen zu übermitteln .",to pass on,
2092,"I should like to know whether you consider the mention in the Final Act to be adequate , and why it was impossible to grant the wish of the European churches and enshrine this relationship in the Treaty itself as well .", I would like to know whether you consider the mention in the final act to be sufficient and why it was not possible to fulfill the wish of the European churches and also to enshrine this in the treaty itself .,"Ich möchte wissen , ob Sie die Erwähnung in der Schlußakte für ausreichend halten , und warum es nicht möglich war , den Wunsch der europäischen Kirchen zu erfüllen und dies auch im Vertrag selbst zu verankern .",to be in the know,
2093,"Internet dating will only lead to a strong loving relationship if you go the extra mile , go past the internet dating site and get personal ."," Then wait patiently and don't think about it too much. If this is a top model , write again without waiting for an answer .","Dann warten Sie geduldig und denken Sie dar � ber nicht so viel nach . Wenn das ein Topmodell ist , schreiben Sie noch mal ohne auf die Antwort zu warten .",to go the extra mile,x
2094,If you come through the tunnel by Eurostar - with its well-documented problems and dangers during recent months - you have a boarding pass with your name on it but there is no check as to whether you are the person whose name is on the boarding pass .," Now when you travel through the tunnel on the Eurostar - with its all too familiar problems and dangers over the past few months - you will have a boarding pass with your name on it, but no verification will be made that you are the person whose name is on it the boarding pass says .","Wenn Sie nun mit dem Eurostar durch den Tunnel reisen - mit seinen allzu bekannten Problemen und Gefahren während der letzten Monate - , dann verfügen Sie zwar über eine Bordkarte mit Ihrem Namen , es wird jedoch nicht überprüft , ob Sie die Person sind , deren Name auf der Bordkarte steht .",to pass on,
2095,It is good that Member States are to be given the opportunity to pass on external costs to the polluter ., It is positive that Member States should be given the opportunity to pass on external costs to the polluter.,"Es ist positiv , dass Mitgliedstaaten Gelegenheit erhalten sollen , externe Kosten auf den Verursacher umzulegen .",to pass on,
2096,We take care of the most beautiful day of your life ! We ensure that your dream comes true .,"We organize the most beautiful day of your life, we make sure that your dream comes true and that your wedding goes off as planned in detail.","Wir organisieren den schönsten Tag Ihres Lebes , wir sorgen dafür dass Ihr Traum Wirklichkeit wird und dass ihre Hochzeit , so wie zuvor im Detail geplant , abläuft .",take care !,
2097,"Together with our partners , e.g. banks or the Chamber of Commerce , we organise seminars and workshops to pass on facts about current developments in tax and company law or business management know-how to our clients and other interested parties ."," Together with partners, eg banks or the Chamber of Industry and Commerce, we organize seminars and workshops in order to pass on facts about current developments in tax and company law or business know-how to our customers and other interested parties.","Gemeinsam mit Partnern , z.B. Banken oder der IHK , veranstalten wir Seminare und Workshops , um unseren Kunden und anderen Interessierten Fakten über aktuelle Entwicklungen im Steuer- und Gesellschaftsrecht oder betriebswirtschaftliches Know-How weiterzugeben .",to pass on,
2098,We know the Commissioner to be a good democrat and so have confidence in the outcome ., We know the commissioner to be a good democrat and therefore have confidence in the outcome.,Wir kennen den Kommissar als einen guten Demokraten und haben daher Vertrauen in den Ausgang .,to be in the know,
2099,I am very surprised to hear that you have a sufficient legal base ., I am surprised to hear that you have a sufficient legal basis .,"Es überrascht mich zu hören , dass Sie eine ausreichende Rechtsgrundlage haben .",i hear you .,
